valve,flow,direction,step,touch,epoch,time
205, 31058, b, 37, 0, 5, 00:09:02:03
205, 31040, b, 38, 0, 5, 00:09:02:03
205, 31040, b, 39, 0, 5, 00:09:02:03
205,31058,f,0,0,4,00:09:02:03
205,31040,f,1,0,4,00:09:02:03
205,31058,f,2,0,4,00:09:03:03
205,31040,f,3,0,4,00:09:03:03
205,31040,f,4,0,4,00:09:03:03
205,31024,f,5,0,4,00:09:03:03
205,31040,f,6,0,4,00:09:03:03
205,31040,f,7,0,4,00:09:04:03
205,31040,f,8,0,4,00:09:04:03
205,31024,f,9,0,4,00:09:04:03
205,31024,f,10,1,4,00:09:04:03
205,31040,f,11,1,4,00:09:04:03
205,31058,f,12,1,4,00:09:05:03
205,31058,f,13,1,4,00:09:05:03
205,31058,f,14,1,4,00:09:05:03
205,31058,f,15,1,4,00:09:05:03
205,31040,f,16,1,4,00:09:05:03
205,31040,f,17,1,4,00:09:06:03
205,31040,f,18,1,4,00:09:06:03
205,31040,f,19,1,4,00:09:06:03
205, 31024, b, 20, 1, 4, 00:09:06:03
205, 31007, b, 21, 1, 4, 00:09:06:03
205, 31007, b, 22, 1, 4, 00:09:07:03
205, 30991, b, 23, 1, 4, 00:09:07:03
205, 31024, b, 24, 1, 4, 00:09:07:03
205, 31007, b, 25, 1, 4, 00:09:07:03
205, 31024, b, 26, 1, 4, 00:09:07:03
205, 31007, b, 27, 1, 4, 00:09:08:03
205, 31024, b, 28, 1, 4, 00:09:08:03
205, 31024, b, 29, 1, 4, 00:09:08:03
205, 31040, b, 30, 1, 4, 00:09:08:03
205, 31040, b, 31, 0, 4, 00:09:08:03
205, 31058, b, 32, 0, 4, 00:09:09:03
205, 31058, b, 33, 0, 4, 00:09:09:03
205, 31040, b, 34, 0, 4, 00:09:09:03
205, 31040, b, 35, 0, 4, 00:09:09:03
205, 31058, b, 36, 0, 4, 00:09:09:03
205, 31058, b, 37, 0, 4, 00:09:10:03
205, 31040, b, 38, 0, 4, 00:09:10:03
205, 31024, b, 39, 0, 4, 00:09:10:03
205,31040,f,0,0,3,00:09:10:03
205,31024,f,1,0,3,00:09:11:03
205,31040,f,2,0,3,00:09:11:03
205,31040,f,3,0,3,00:09:11:03
205,31040,f,4,0,3,00:09:11:03
205,31040,f,5,0,3,00:09:11:03
205,31058,f,6,0,3,00:09:12:03
205,31058,f,7,0,3,00:09:12:03
205,31040,f,8,0,3,00:09:12:03
205,31023,f,9,0,3,00:09:12:03
205,31040,f,10,1,3,00:09:12:03
205,31024,f,11,1,3,00:09:13:03
205,31007,f,12,1,3,00:09:13:03
205,31007,f,13,1,3,00:09:13:03
205,31024,f,14,1,3,00:09:13:03
205,31007,f,15,1,3,00:09:13:03
205,31024,f,16,1,3,00:09:14:03
205,31007,f,17,1,3,00:09:14:03
205,31024,f,18,1,3,00:09:14:03
205,31040,f,19,1,3,00:09:14:03
205, 31040, b, 20, 1, 3, 00:09:14:03
205, 31058, b, 21, 1, 3, 00:09:15:03
205, 31058, b, 22, 1, 3, 00:09:15:03
205, 31040, b, 23, 1, 3, 00:09:15:03
205, 31058, b, 24, 1, 3, 00:09:15:03
205, 31058, b, 25, 1, 3, 00:09:15:03
205, 31040, b, 26, 1, 3, 00:09:16:03
205, 31040, b, 27, 1, 3, 00:09:16:03
205, 31058, b, 28, 1, 3, 00:09:16:03
205, 31040, b, 29, 1, 3, 00:09:16:03
205, 31040, b, 30, 1, 3, 00:09:16:03
205, 31040, b, 31, 0, 3, 00:09:17:03
205, 31058, b, 32, 0, 3, 00:09:17:03
205, 31040, b, 33, 0, 3, 00:09:17:03
205, 31040, b, 34, 0, 3, 00:09:17:03
205, 31024, b, 35, 0, 3, 00:09:17:03
205, 31040, b, 36, 0, 3, 00:09:18:03
205, 31058, b, 37, 0, 3, 00:09:18:03
205, 31040, b, 38, 0, 3, 00:09:18:03
205, 31040, b, 39, 0, 3, 00:09:18:03
205,31058,f,0,0,2,00:09:18:03
205,31007,f,1,0,2,00:09:19:03
205,31040,f,2,0,2,00:09:19:03
205,31024,f,3,0,2,00:09:19:03
205,31024,f,4,0,2,00:09:19:03
205,31007,f,5,0,2,00:09:19:03
205,31024,f,6,0,2,00:09:20:03
205,31007,f,7,0,2,00:09:20:03
205,31007,f,8,0,2,00:09:20:03
205,31007,f,9,0,2,00:09:20:03
205,31024,f,10,1,2,00:09:20:03
205,31024,f,11,1,2,00:09:21:03
205,31040,f,12,1,2,00:09:21:03
205,31024,f,13,1,2,00:09:21:03
205,31058,f,14,1,2,00:09:21:03
205,31058,f,15,1,2,00:09:21:03
205,31058,f,16,1,2,00:09:22:03
205,31040,f,17,1,2,00:09:22:03
205,31058,f,18,1,2,00:09:22:03
205,31040,f,19,1,2,00:09:22:03
205, 31058, b, 20, 1, 2, 00:09:22:03
205, 31058, b, 21, 1, 2, 00:09:23:03
205, 31040, b, 22, 1, 2, 00:09:23:03
205, 31024, b, 23, 1, 2, 00:09:23:03
205, 31040, b, 24, 1, 2, 00:09:23:03
205, 31040, b, 25, 1, 2, 00:09:23:03
205, 31040, b, 26, 1, 2, 00:09:24:03
205, 31024, b, 27, 1, 2, 00:09:24:03
205, 31040, b, 28, 1, 2, 00:09:24:03
205, 31040, b, 29, 1, 2, 00:09:24:03
205, 31058, b, 30, 1, 2, 00:09:24:03
205, 31040, b, 31, 0, 2, 00:09:25:03
205, 31058, b, 32, 0, 2, 00:09:25:03
205, 31058, b, 33, 0, 2, 00:09:25:03
205, 31024, b, 34, 0, 2, 00:09:25:03
205, 31024, b, 35, 0, 2, 00:09:25:03
205, 31024, b, 36, 0, 2, 00:09:26:03
205, 31024, b, 37, 0, 2, 00:09:26:03
205, 31024, b, 38, 0, 2, 00:09:26:03
205, 31007, b, 39, 0, 2, 00:09:26:03
205,31007,f,0,0,1,00:09:26:03
205,31024,f,1,0,1,00:09:27:03
205,31040,f,2,0,1,00:09:27:03
205,31024,f,3,0,1,00:09:27:03
205,31040,f,4,0,1,00:09:27:03
205,31024,f,5,0,1,00:09:27:03
205,31040,f,6,0,1,00:09:28:03
205,31040,f,7,0,1,00:09:28:03
205,31058,f,8,0,1,00:09:28:03
205,31040,f,9,0,1,00:09:28:03
205,31040,f,10,1,1,00:09:28:03
205,31058,f,11,1,1,00:09:29:03
205,31040,f,12,1,1,00:09:29:03
205,31040,f,13,1,1,00:09:29:03
205,31040,f,14,1,1,00:09:29:03
205,31040,f,15,1,1,00:09:29:03
205,31058,f,16,1,1,00:09:30:03
205,31058,f,17,1,1,00:09:30:03
205,31040,f,18,1,1,00:09:30:03
205,31058,f,19,1,1,00:09:30:03
205, 31040, b, 20, 1, 1, 00:09:30:03
205, 31040, b, 21, 1, 1, 00:09:31:03
205, 31024, b, 22, 1, 1, 00:09:31:03
205, 31007, b, 23, 1, 1, 00:09:31:03
205, 31024, b, 24, 1, 1, 00:09:31:03
205, 31024, b, 25, 1, 1, 00:09:31:03
205, 31040, b, 26, 1, 1, 00:09:32:03
205, 31007, b, 27, 1, 1, 00:09:32:03
205, 31040, b, 28, 1, 1, 00:09:32:03
205, 31040, b, 29, 1, 1, 00:09:32:03
205, 31058, b, 30, 1, 1, 00:09:32:03
205, 31040, b, 31, 0, 1, 00:09:33:03
205, 31058, b, 32, 0, 1, 00:09:33:03
205, 31058, b, 33, 0, 1, 00:09:33:03
205, 31058, b, 34, 0, 1, 00:09:33:03
205, 31040, b, 35, 0, 1, 00:09:33:03
205, 31058, b, 36, 0, 1, 00:09:34:03
205, 31058, b, 37, 0, 1, 00:09:34:03
205, 31058, b, 38, 0, 1, 00:09:34:03
205, 31040, b, 39, 0, 1, 00:09:34:03
206,31058,f,0,0,5,00:09:45:03
206,31023,f,1,0,5,00:09:46:03
206,31024,f,2,0,5,00:09:46:03
206,31040,f,3,0,5,00:09:46:03
206,31040,f,4,0,5,00:09:46:03
206,31040,f,5,0,5,00:09:46:03
206,31058,f,6,0,5,00:09:47:03
206,31040,f,7,0,5,00:09:47:03
206,31040,f,8,0,5,00:09:47:03
206,31007,f,9,0,5,00:09:47:03
206,31007,f,10,1,5,00:09:47:03
206,31024,f,11,1,5,00:09:48:03
206,31024,f,12,1,5,00:09:48:03
206,31007,f,13,1,5,00:09:48:03
206,31024,f,14,1,5,00:09:48:03
206,31024,f,15,1,5,00:09:48:03
206,31024,f,16,1,5,00:09:49:03
206,31040,f,17,1,5,00:09:49:03
206,31040,f,18,1,5,00:09:49:03
206,31058,f,19,1,5,00:09:49:03
206, 31040, b, 20, 1, 5, 00:09:49:03
206, 31040, b, 21, 1, 5, 00:09:50:03
206, 31040, b, 22, 1, 5, 00:09:50:03
206, 31040, b, 23, 1, 5, 00:09:50:03
206, 31040, b, 24, 1, 5, 00:09:50:03
206, 31040, b, 25, 1, 5, 00:09:50:03
206, 31040, b, 26, 1, 5, 00:09:51:03
206, 31024, b, 27, 1, 5, 00:09:51:03
206, 31040, b, 28, 1, 5, 00:09:51:03
206, 31040, b, 29, 1, 5, 00:09:51:03
206, 31058, b, 30, 1, 5, 00:09:51:03
206, 31040, b, 31, 0, 5, 00:09:52:03
206, 31040, b, 32, 0, 5, 00:09:52:03
206, 31040, b, 33, 0, 5, 00:09:52:03
206, 31024, b, 34, 0, 5, 00:09:52:03
206, 31007, b, 35, 0, 5, 00:09:52:03
206, 31024, b, 36, 0, 5, 00:09:53:03
206, 31024, b, 37, 0, 5, 00:09:53:03
206, 31024, b, 38, 0, 5, 00:09:53:03
206, 31024, b, 39, 0, 5, 00:09:53:03
206,31024,f,0,0,4,00:09:53:03
206,31024,f,1,0,4,00:09:54:03
206,31040,f,2,0,4,00:09:54:03
206,31040,f,3,0,4,00:09:54:03
206,31058,f,4,0,4,00:09:54:03
206,31040,f,5,0,4,00:09:54:03
206,31040,f,6,0,4,00:09:55:03
206,31058,f,7,0,4,00:09:55:03
206,31040,f,8,0,4,00:09:55:03
206,31024,f,9,0,4,00:09:55:03
206,31040,f,10,1,4,00:09:55:03
206,31040,f,11,1,4,00:09:56:03
206,31040,f,12,1,4,00:09:56:03
206,31040,f,13,1,4,00:09:56:03
206,31058,f,14,1,4,00:09:56:03
206,31040,f,15,1,4,00:09:56:03
206,31058,f,16,1,4,00:09:57:03
206,31040,f,17,1,4,00:09:57:03
206,31040,f,18,1,4,00:09:57:03
206,31040,f,19,1,4,00:09:57:03
206, 31024, b, 20, 1, 4, 00:09:57:03
206, 31024, b, 21, 1, 4, 00:09:58:03
206, 31024, b, 22, 1, 4, 00:09:58:03
206, 31007, b, 23, 1, 4, 00:09:58:03
206, 31024, b, 24, 1, 4, 00:09:58:03
206, 31024, b, 25, 1, 4, 00:09:58:03
206, 31040, b, 26, 1, 4, 00:09:59:03
206, 31024, b, 27, 1, 4, 00:09:59:03
206, 31040, b, 28, 1, 4, 00:09:59:03
206, 31058, b, 29, 1, 4, 00:09:59:03
206, 31058, b, 30, 1, 4, 00:09:59:03
206, 31040, b, 31, 0, 4, 00:10:00:03
206, 31040, b, 32, 0, 4, 00:10:00:03
206, 31040, b, 33, 0, 4, 00:10:00:03
206, 31040, b, 34, 0, 4, 00:10:00:03
206, 31024, b, 35, 0, 4, 00:10:00:03
206, 31040, b, 36, 0, 4, 00:10:01:03
206, 31040, b, 37, 0, 4, 00:10:01:03
206, 31040, b, 38, 0, 4, 00:10:01:03
206, 31040, b, 39, 0, 4, 00:10:01:03
206,31058,f,0,0,3,00:10:01:03
206,31040,f,1,0,3,00:10:02:03
206,31058,f,2,0,3,00:10:02:03
206,31058,f,3,0,3,00:10:02:03
206,31040,f,4,0,3,00:10:02:03
206,31024,f,5,0,3,00:10:02:03
206,31024,f,6,0,3,00:10:03:03
206,31024,f,7,0,3,00:10:03:03
206,31024,f,8,0,3,00:10:03:03
206,31007,f,9,0,3,00:10:03:03
206,31024,f,10,1,3,00:10:03:03
206,31024,f,11,1,3,00:10:04:03
206,31024,f,12,1,3,00:10:04:03
206,31007,f,13,1,3,00:10:04:03
206,31024,f,14,1,3,00:10:04:03
206,31024,f,15,1,3,00:10:04:03
206,31040,f,16,1,3,00:10:05:03
206,31024,f,17,1,3,00:10:05:03
206,31040,f,18,1,3,00:10:05:03
206,31058,f,19,1,3,00:10:05:03
206, 31040, b, 20, 1, 3, 00:10:05:03
206, 31058, b, 21, 1, 3, 00:10:06:03
206, 31040, b, 22, 1, 3, 00:10:06:03
206, 31040, b, 23, 1, 3, 00:10:06:03
206, 31040, b, 24, 1, 3, 00:10:06:03
206, 31024, b, 25, 1, 3, 00:10:06:03
206, 31040, b, 26, 1, 3, 00:10:07:03
206, 31024, b, 27, 1, 3, 00:10:07:03
206, 31040, b, 28, 1, 3, 00:10:07:03
206, 31040, b, 29, 1, 3, 00:10:07:03
206, 31024, b, 30, 1, 3, 00:10:07:03
206, 31024, b, 31, 0, 3, 00:10:08:03
206, 31040, b, 32, 0, 3, 00:10:08:03
206, 31040, b, 33, 0, 3, 00:10:08:03
206, 31040, b, 34, 0, 3, 00:10:08:03
206, 31024, b, 35, 0, 3, 00:10:08:03
206, 31040, b, 36, 0, 3, 00:10:09:03
206, 31040, b, 37, 0, 3, 00:10:09:03
206, 31040, b, 38, 0, 3, 00:10:09:03
206, 31024, b, 39, 0, 3, 00:10:09:03
206,31024,f,0,0,2,00:10:09:03
206,31007,f,1,0,2,00:10:10:03
206,31024,f,2,0,2,00:10:10:03
206,31024,f,3,0,2,00:10:10:03
206,31024,f,4,0,2,00:10:10:03
206,31023,f,5,0,2,00:10:10:03
206,31024,f,6,0,2,00:10:11:03
206,31040,f,7,0,2,00:10:11:03
206,31075,f,8,0,2,00:10:11:03
206,31058,f,9,0,2,00:10:11:03
206,31058,f,10,1,2,00:10:11:03
206,31058,f,11,1,2,00:10:12:03
206,31058,f,12,1,2,00:10:12:03
206,31058,f,13,1,2,00:10:12:03
206,31058,f,14,1,2,00:10:12:03
206,31040,f,15,1,2,00:10:12:03
206,31058,f,16,1,2,00:10:13:03
206,31040,f,17,1,2,00:10:13:03
206,31058,f,18,1,2,00:10:13:03
206,31040,f,19,1,2,00:10:13:03
206, 31058, b, 20, 1, 2, 00:10:13:03
206, 31058, b, 21, 1, 2, 00:10:14:03
206, 31058, b, 22, 1, 2, 00:10:14:03
206, 31040, b, 23, 1, 2, 00:10:14:03
206, 31040, b, 24, 1, 2, 00:10:14:03
206, 31040, b, 25, 1, 2, 00:10:14:03
206, 31024, b, 26, 1, 2, 00:10:15:03
206, 31007, b, 27, 1, 2, 00:10:15:03
206, 31024, b, 28, 1, 2, 00:10:15:03
206, 31007, b, 29, 1, 2, 00:10:15:03
206, 31024, b, 30, 1, 2, 00:10:15:03
206, 31007, b, 31, 0, 2, 00:10:16:03
206, 31024, b, 32, 0, 2, 00:10:16:03
206, 31024, b, 33, 0, 2, 00:10:16:03
206, 31040, b, 34, 0, 2, 00:10:16:03
206, 31040, b, 35, 0, 2, 00:10:16:03
206, 31040, b, 36, 0, 2, 00:10:17:03
206, 31040, b, 37, 0, 2, 00:10:17:03
206, 31040, b, 38, 0, 2, 00:10:17:03
206, 31024, b, 39, 0, 2, 00:10:17:03
206,31058,f,0,0,1,00:10:17:03
206,31024,f,1,0,1,00:10:18:03
206,31040,f,2,0,1,00:10:18:03
206,31058,f,3,0,1,00:10:18:03
206,31040,f,4,0,1,00:10:18:03
206,31024,f,5,0,1,00:10:18:03
206,31040,f,6,0,1,00:10:19:03
206,31058,f,7,0,1,00:10:19:03
206,31040,f,8,0,1,00:10:19:03
206,31007,f,9,0,1,00:10:19:03
206,31024,f,10,1,1,00:10:19:03
206,31024,f,11,1,1,00:10:20:03
206,31024,f,12,1,1,00:10:20:03
206,31007,f,13,1,1,00:10:20:03
206,31024,f,14,1,1,00:10:20:03
206,31024,f,15,1,1,00:10:20:03
206,31024,f,16,1,1,00:10:21:03
206,31024,f,17,1,1,00:10:21:03
206,31058,f,18,1,1,00:10:21:03
206,31058,f,19,1,1,00:10:21:03
206, 31040, b, 20, 1, 1, 00:10:21:03
206, 31058, b, 21, 1, 1, 00:10:22:03
206, 31058, b, 22, 1, 1, 00:10:22:03
206, 31040, b, 23, 1, 1, 00:10:22:03
206, 31058, b, 24, 1, 1, 00:10:22:03
206, 31058, b, 25, 1, 1, 00:10:22:03
206, 31058, b, 26, 1, 1, 00:10:23:03
206, 31024, b, 27, 1, 1, 00:10:23:03
206, 31058, b, 28, 1, 1, 00:10:23:03
206, 31040, b, 29, 1, 1, 00:10:23:03
206, 31058, b, 30, 1, 1, 00:10:23:03
206, 31058, b, 31, 0, 1, 00:10:24:03
206, 31058, b, 32, 0, 1, 00:10:24:03
206, 31040, b, 33, 0, 1, 00:10:24:03
206, 31040, b, 34, 0, 1, 00:10:24:03
206, 31024, b, 35, 0, 1, 00:10:24:03
206, 31024, b, 36, 0, 1, 00:10:25:03
206, 31024, b, 37, 0, 1, 00:10:25:03
206, 31023, b, 38, 0, 1, 00:10:25:03
206, 31007, b, 39, 0, 1, 00:10:25:03
207,31040,f,0,0,5,00:10:37:03
207,31007,f,1,0,5,00:10:37:03
207,31007,f,2,0,5,00:10:37:03
207,31007,f,3,0,5,00:10:37:03
207,31023,f,4,0,5,00:10:37:03
207,31007,f,5,0,5,00:10:38:03
207,31024,f,6,0,5,00:10:38:03
207,31040,f,7,0,5,00:10:38:03
207,31040,f,8,0,5,00:10:38:03
207,31040,f,9,0,5,00:10:38:03
207,31040,f,10,1,5,00:10:39:03
207,31058,f,11,1,5,00:10:39:03
207,31057,f,12,1,5,00:10:39:03
207,31040,f,13,1,5,00:10:39:03
207,31040,f,14,1,5,00:10:39:03
207,31040,f,15,1,5,00:10:40:03
207,31058,f,16,1,5,00:10:40:03
207,31024,f,17,1,5,00:10:40:03
207,31040,f,18,1,5,00:10:40:03
207,31040,f,19,1,5,00:10:40:03
207, 31040, b, 20, 1, 5, 00:10:41:03
207, 31058, b, 21, 1, 5, 00:10:41:03
207, 31058, b, 22, 1, 5, 00:10:41:03
207, 31040, b, 23, 1, 5, 00:10:41:03
207, 31040, b, 24, 1, 5, 00:10:41:03
207, 31023, b, 25, 1, 5, 00:10:42:03
207, 31040, b, 26, 1, 5, 00:10:42:03
207, 31007, b, 27, 1, 5, 00:10:42:03
207, 31023, b, 28, 1, 5, 00:10:42:03
207, 31007, b, 29, 1, 5, 00:10:42:03
207, 31024, b, 30, 1, 5, 00:10:43:03
207, 31007, b, 31, 0, 5, 00:10:43:03
207, 31024, b, 32, 0, 5, 00:10:43:03
207, 31040, b, 33, 0, 5, 00:10:43:03
207, 31058, b, 34, 0, 5, 00:10:43:03
207, 31040, b, 35, 0, 5, 00:10:44:03
207, 31058, b, 36, 0, 5, 00:10:44:03
207, 31057, b, 37, 0, 5, 00:10:44:03
207, 31040, b, 38, 0, 5, 00:10:44:03
207, 31040, b, 39, 0, 5, 00:10:44:03
207,31040,f,0,0,4,00:10:45:03
207,31024,f,1,0,4,00:10:45:03
207,31040,f,2,0,4,00:10:45:03
207,31040,f,3,0,4,00:10:45:03
207,31040,f,4,0,4,00:10:45:03
207,31040,f,5,0,4,00:10:46:03
207,31040,f,6,0,4,00:10:46:03
207,31040,f,7,0,4,00:10:46:03
207,31058,f,8,0,4,00:10:46:03
207,31040,f,9,0,4,00:10:46:03
207,31058,f,10,1,4,00:10:47:03
207,31058,f,11,1,4,00:10:47:03
207,31040,f,12,1,4,00:10:47:03
207,31007,f,13,1,4,00:10:47:03
207,31024,f,14,1,4,00:10:47:03
207,31024,f,15,1,4,00:10:48:03
207,31024,f,16,1,4,00:10:48:03
207,31023,f,17,1,4,00:10:48:03
207,31040,f,18,1,4,00:10:48:03
207,31040,f,19,1,4,00:10:48:03
207, 31040, b, 20, 1, 4, 00:10:49:03
207, 31040, b, 21, 1, 4, 00:10:49:03
207, 31058, b, 22, 1, 4, 00:10:49:03
207, 31040, b, 23, 1, 4, 00:10:49:03
207, 31040, b, 24, 1, 4, 00:10:49:03
207, 31058, b, 25, 1, 4, 00:10:50:03
207, 31040, b, 26, 1, 4, 00:10:50:03
207, 31040, b, 27, 1, 4, 00:10:50:03
207, 31040, b, 28, 1, 4, 00:10:50:03
207, 31058, b, 29, 1, 4, 00:10:50:03
207, 31040, b, 30, 1, 4, 00:10:51:03
207, 31024, b, 31, 0, 4, 00:10:51:03
207, 31058, b, 32, 0, 4, 00:10:51:03
207, 31058, b, 33, 0, 4, 00:10:51:03
207, 31040, b, 34, 0, 4, 00:10:51:03
207, 31040, b, 35, 0, 4, 00:10:52:03
207, 31040, b, 36, 0, 4, 00:10:52:03
207, 31040, b, 37, 0, 4, 00:10:52:03
207, 31024, b, 38, 0, 4, 00:10:52:03
207, 31007, b, 39, 0, 4, 00:10:52:03
207,31024,f,0,0,3,00:10:53:03
207,31024,f,1,0,3,00:10:53:03
207,31024,f,2,0,3,00:10:53:03
207,31024,f,3,0,3,00:10:53:03
207,31024,f,4,0,3,00:10:53:03
207,31040,f,5,0,3,00:10:54:03
207,31040,f,6,0,3,00:10:54:03
207,31058,f,7,0,3,00:10:54:03
207,31058,f,8,0,3,00:10:54:03
207,31040,f,9,0,3,00:10:54:03
207,31040,f,10,1,3,00:10:55:03
207,31058,f,11,1,3,00:10:55:03
207,31058,f,12,1,3,00:10:55:03
207,31040,f,13,1,3,00:10:55:03
207,31040,f,14,1,3,00:10:55:03
207,31040,f,15,1,3,00:10:56:03
207,31040,f,16,1,3,00:10:56:03
207,31040,f,17,1,3,00:10:56:03
207,31058,f,18,1,3,00:10:56:03
207,31040,f,19,1,3,00:10:56:03
207, 31040, b, 20, 1, 3, 00:10:57:03
207, 31040, b, 21, 1, 3, 00:10:57:03
207, 31024, b, 22, 1, 3, 00:10:57:03
207, 31007, b, 23, 1, 3, 00:10:57:03
207, 31007, b, 24, 1, 3, 00:10:57:03
207, 31007, b, 25, 1, 3, 00:10:58:03
207, 31024, b, 26, 1, 3, 00:10:58:03
207, 30991, b, 27, 1, 3, 00:10:58:03
207, 31024, b, 28, 1, 3, 00:10:58:03
207, 31040, b, 29, 1, 3, 00:10:58:03
207, 31040, b, 30, 1, 3, 00:10:59:03
207, 31040, b, 31, 0, 3, 00:10:59:03
207, 31040, b, 32, 0, 3, 00:10:59:03
207, 31040, b, 33, 0, 3, 00:10:59:03
207, 31058, b, 34, 0, 3, 00:10:59:03
207, 31024, b, 35, 0, 3, 00:11:00:03
207, 31040, b, 36, 0, 3, 00:11:00:03
207, 31040, b, 37, 0, 3, 00:11:00:03
207, 31040, b, 38, 0, 3, 00:11:00:03
207, 31024, b, 39, 0, 3, 00:11:00:03
207,31040,f,0,0,2,00:11:01:03
207,31024,f,1,0,2,00:11:01:03
207,31058,f,2,0,2,00:11:01:03
207,31058,f,3,0,2,00:11:01:03
207,31040,f,4,0,2,00:11:01:03
207,31040,f,5,0,2,00:11:02:03
207,31058,f,6,0,2,00:11:02:03
207,31040,f,7,0,2,00:11:02:03
207,31024,f,8,0,2,00:11:02:03
207,31007,f,9,0,2,00:11:02:03
207,31024,f,10,1,2,00:11:03:03
207,31024,f,11,1,2,00:11:03:03
207,31024,f,12,1,2,00:11:03:03
207,31007,f,13,1,2,00:11:03:03
207,31040,f,14,1,2,00:11:03:03
207,31058,f,15,1,2,00:11:04:03
207,31058,f,16,1,2,00:11:04:03
207,31040,f,17,1,2,00:11:04:03
207,31058,f,18,1,2,00:11:04:03
207,31058,f,19,1,2,00:11:04:03
207, 31040, b, 20, 1, 2, 00:11:05:03
207, 31040, b, 21, 1, 2, 00:11:05:03
207, 31058, b, 22, 1, 2, 00:11:05:03
207, 31024, b, 23, 1, 2, 00:11:05:03
207, 31058, b, 24, 1, 2, 00:11:05:03
207, 31040, b, 25, 1, 2, 00:11:06:03
207, 31040, b, 26, 1, 2, 00:11:06:03
207, 31024, b, 27, 1, 2, 00:11:06:03
207, 31058, b, 28, 1, 2, 00:11:06:03
207, 31024, b, 29, 1, 2, 00:11:06:03
207, 31024, b, 30, 1, 2, 00:11:07:03
207, 31024, b, 31, 0, 2, 00:11:07:03
207, 31024, b, 32, 0, 2, 00:11:07:03
207, 31024, b, 33, 0, 2, 00:11:07:03
207, 31024, b, 34, 0, 2, 00:11:07:03
207, 31007, b, 35, 0, 2, 00:11:08:03
207, 31024, b, 36, 0, 2, 00:11:08:03
207, 31024, b, 37, 0, 2, 00:11:08:03
207, 31040, b, 38, 0, 2, 00:11:08:03
207, 31024, b, 39, 0, 2, 00:11:08:03
207,31058,f,0,0,1,00:11:09:03
207,31040,f,1,0,1,00:11:09:03
207,31040,f,2,0,1,00:11:09:03
207,31040,f,3,0,1,00:11:09:03
207,31040,f,4,0,1,00:11:09:03
207,31024,f,5,0,1,00:11:10:03
207,31040,f,6,0,1,00:11:10:03
207,31040,f,7,0,1,00:11:10:03
207,31040,f,8,0,1,00:11:10:03
207,31024,f,9,0,1,00:11:10:03
207,31058,f,10,1,1,00:11:11:03
207,31040,f,11,1,1,00:11:11:03
207,31058,f,12,1,1,00:11:11:03
207,31040,f,13,1,1,00:11:11:03
207,31040,f,14,1,1,00:11:11:03
207,31024,f,15,1,1,00:11:12:03
207,31024,f,16,1,1,00:11:12:03
207,31007,f,17,1,1,00:11:12:03
207,31007,f,18,1,1,00:11:12:03
207,31007,f,19,1,1,00:11:12:03
207, 31024, b, 20, 1, 1, 00:11:13:03
207, 31024, b, 21, 1, 1, 00:11:13:03
207, 31040, b, 22, 1, 1, 00:11:13:03
207, 31040, b, 23, 1, 1, 00:11:13:03
207, 31040, b, 24, 1, 1, 00:11:13:03
207, 31058, b, 25, 1, 1, 00:11:14:03
207, 31058, b, 26, 1, 1, 00:11:14:03
207, 31040, b, 27, 1, 1, 00:11:14:03
207, 31058, b, 28, 1, 1, 00:11:14:03
207, 31040, b, 29, 1, 1, 00:11:14:03
207, 31040, b, 30, 1, 1, 00:11:15:03
207, 31024, b, 31, 0, 1, 00:11:15:03
207, 31040, b, 32, 0, 1, 00:11:15:03
207, 31040, b, 33, 0, 1, 00:11:15:03
207, 31040, b, 34, 0, 1, 00:11:15:03
207, 31024, b, 35, 0, 1, 00:11:16:03
207, 31040, b, 36, 0, 1, 00:11:16:03
207, 31040, b, 37, 0, 1, 00:11:16:03
207, 31024, b, 38, 0, 1, 00:11:16:03
207, 31040, b, 39, 0, 1, 00:11:16:03
208,31040,f,0,0,5,00:11:28:03
208,30991,f,1,0,5,00:11:28:03
208,31007,f,2,0,5,00:11:28:03
208,31007,f,3,0,5,00:11:28:03
208,31007,f,4,0,5,00:11:28:03
208,31024,f,5,0,5,00:11:29:03
208,31024,f,6,0,5,00:11:29:03
208,31040,f,7,0,5,00:11:29:03
208,31040,f,8,0,5,00:11:29:03
208,31024,f,9,0,5,00:11:29:03
208,31040,f,10,1,5,00:11:30:03
208,31058,f,11,1,5,00:11:30:03
208,31040,f,12,1,5,00:11:30:03
208,31024,f,13,1,5,00:11:30:03
208,31024,f,14,1,5,00:11:30:03
208,31024,f,15,1,5,00:11:31:03
208,31040,f,16,1,5,00:11:31:03
208,31040,f,17,1,5,00:11:31:03
208,31040,f,18,1,5,00:11:31:03
208,31024,f,19,1,5,00:11:31:03
208, 31040, b, 20, 1, 5, 00:11:32:03
208, 31024, b, 21, 1, 5, 00:11:32:03
208, 31024, b, 22, 1, 5, 00:11:32:03
208, 31007, b, 23, 1, 5, 00:11:32:03
208, 31024, b, 24, 1, 5, 00:11:32:03
208, 31040, b, 25, 1, 5, 00:11:33:03
208, 31024, b, 26, 1, 5, 00:11:33:03
208, 31024, b, 27, 1, 5, 00:11:33:03
208, 31058, b, 28, 1, 5, 00:11:33:03
208, 31058, b, 29, 1, 5, 00:11:33:03
208, 31058, b, 30, 1, 5, 00:11:34:03
208, 31040, b, 31, 0, 5, 00:11:34:03
